state,date,admissions
VI,7/9/2020,
PA,10/22/2020,0
TX,10/8/2020,
ND,6/15/2020,
WV,8/19/2020,
IN,5/25/2020,
OR,10/1/2020,
FL,7/23/2020,
RI,5/17/2020,0
WV,8/6/2020,
NH,10/29/2020,0
WY,7/17/2020,
PA,9/18/2020,
CT,4/29/2020,
AR,9/25/2020,
MD,9/2/2020,
MI,7/26/2020,
PR,7/19/2020,
MA,5/21/2020,
LA,8/4/2020,
SD,4/25/2020,
PA,4/24/2020,
TX,9/28/2020,
PR,10/21/2020,0
ND,5/7/2020,
MN,6/11/2020,
IL,7/27/2020,
CT,5/8/2020,
ND,8/19/2020,
AK,10/11/2020,
IA,5/1/2020,
FL,8/31/2020,
KS,7/26/2020,
CT,8/19/2020,
GA,4/30/2020,
NE,10/22/2020,0
MA,10/28/2020,0
HI,8/12/2020,
IA,9/17/2020,
HI,6/15/2020,
DC,8/15/2020,
DC,10/18/2020,
AL,6/15/2020,
MD,7/16/2020,
OH,4/23/2020,
NV,9/21/2020,
KY,8/11/2020,
NC,5/10/2020,
TN,7/1/2020,
NV,8/13/2020,
IA,9/15/2020,
DE,6/30/2020,
NE,9/27/2020,
ID,10/23/2020,0
VT,7/25/2020,
NM,9/16/2020,
VT,9/2/2020,
IA,6/20/2020,
TX,5/28/2020,
NH,7/18/2020,
TX,7/31/2020,
IN,7/1/2020,
VI,9/5/2020,
VI,7/27/2020,
NY,8/20/2020,0
NC,6/14/2020,
KY,10/5/2020,
VI,9/16/2020,
DE,5/28/2020,
HI,10/3/2020,
NM,7/30/2020,
MN,5/23/2020,
ME,9/1/2020,0
WY,8/3/2020,
DC,6/25/2020,
OK,5/26/2020,
NH,5/27/2020,
CO,10/4/2020,
DC,8/21/2020,
WV,6/1/2020,
WA,8/13/2020,
ID,6/25/2020,
DE,5/15/2020,
ND,6/23/2020,
VA,10/18/2020,0
TN,7/10/2020,
MT,6/9/2020,
DE,5/19/2020,
GA,10/14/2020,0
MI,6/6/2020,
OR,5/3/2020,
NJ,6/28/2020,
VT,7/16/2020,
IA,8/21/2020,
VI,7/11/2020,
AZ,8/20/2020,
WY,5/27/2020,
OK,8/13/2020,
NE,5/15/2020,
WY,6/6/2020,
AZ,10/26/2020,0
WV,5/21/2020,
FL,8/27/2020,
AK,9/7/2020,
NV,8/12/2020,
AR,8/11/2020,
VA,8/30/2020,
TX,5/15/2020,
TX,5/19/2020,
WA,7/21/2020,
AK,7/21/2020,
SD,10/16/2020,
IL,8/10/2020,
MO,8/21/2020,
ND,9/24/2020,
WA,8/11/2020,
NC,5/9/2020,
PR,10/20/2020,0
GA,9/28/2020,
WA,6/3/2020,
MT,8/2/2020,
PA,9/4/2020,
ID,6/19/2020,
WY,9/3/2020,
KY,7/30/2020,
AR,9/26/2020,
IN,5/31/2020,
NM,8/7/2020,
IL,7/6/2020,
AZ,5/19/2020,
KS,10/9/2020,
IA,10/8/2020,
ID,7/2/2020,
MS,6/17/2020,
MA,8/27/2020,
DE,8/22/2020,
NV,8/4/2020,
KS,7/25/2020,
LA,5/17/2020,
NH,5/22/2020,
ND,6/19/2020,
PA,10/6/2020,
AL,9/21/2020,
WI,5/26/2020,
MS,7/24/2020,
KS,5/2/2020,
MA,6/1/2020,
MS,10/4/2020,
SD,6/26/2020,
IA,7/31/2020,
SD,4/28/2020,
GA,6/17/2020,
IL,8/31/2020,
IL,10/28/2020,0
MI,9/13/2020,0
ME,9/7/2020,0
UT,6/2/2020,
IL,7/23/2020,
IN,9/7/2020,
NJ,7/23/2020,
FL,8/25/2020,
PA,8/19/2020,
SC,5/25/2020,
NC,6/4/2020,
NM,7/21/2020,
DC,8/24/2020,
DC,10/20/2020,0
NJ,6/26/2020,
ME,5/30/2020,
CT,9/20/2020,
NV,5/2/2020,
WV,6/13/2020,
WI,10/9/2020,0
DE,8/20/2020,
NC,5/3/2020,
OH,10/23/2020,1
WI,8/14/2020,
ME,9/8/2020,0
CA,6/6/2020,
WI,7/14/2020,
DE,7/18/2020,
GA,6/10/2020,
DE,6/16/2020,
AL,5/7/2020,
NY,8/18/2020,0
HI,9/18/2020,
UT,7/17/2020,
NE,6/26/2020,
AK,6/10/2020,
ME,4/27/2020,
NY,9/26/2020,0
VT,10/9/2020,
SD,10/25/2020,0
NV,8/22/2020,
ND,6/9/2020,
VA,8/23/2020,
OR,9/13/2020,
IN,5/27/2020,
WA,7/30/2020,
DC,9/23/2020,
TX,6/7/2020,
OH,5/22/2020,
OK,10/12/2020,0
VT,4/29/2020,
NJ,9/11/2020,
VI,8/3/2020,
AR,8/21/2020,
VA,7/6/2020,
NC,10/14/2020,
RI,10/26/2020,0
NE,7/13/2020,
OH,5/19/2020,
CO,9/13/2020,
KY,6/3/2020,
SD,8/26/2020,
NV,5/7/2020,
MS,4/23/2020,
WV,8/10/2020,
AK,4/29/2020,
IA,7/3/2020,
CA,10/5/2020,
FL,5/21/2020,
NV,10/16/2020,0
OH,7/24/2020,
NJ,6/18/2020,
VT,6/28/2020,
UT,7/2/2020,
MT,7/8/2020,
OK,8/28/2020,
KS,4/27/2020,
MS,7/12/2020,
LA,6/8/2020,
TX,6/24/2020,
OH,9/1/2020,
WV,10/2/2020,
AL,9/12/2020,
HI,10/11/2020,
NH,7/1/2020,
TX,5/6/2020,
CO,5/27/2020,
NY,8/28/2020,0
MS,5/31/2020,
NJ,5/24/2020,
OH,8/23/2020,
ID,9/28/2020,
NY,8/27/2020,0
MA,6/13/2020,
UT,6/12/2020,
TN,6/19/2020,
TX,7/19/2020,
MN,8/10/2020,
MN,10/6/2020,
PR,6/3/2020,
TX,5/11/2020,
VI,9/11/2020,
VA,9/19/2020,
NC,8/20/2020,
WI,5/7/2020,
NJ,7/16/2020,
TX,9/15/2020,
MT,6/5/2020,
CO,9/15/2020,
MD,5/24/2020,
WY,8/7/2020,
WA,10/4/2020,
WI,10/23/2020,0
WV,5/26/2020,
UT,7/8/2020,
DE,8/30/2020,
MS,7/3/2020,
IL,5/3/2020,
VI,5/27/2020,
MN,5/4/2020,
TX,5/8/2020,
NY,7/15/2020,0
ME,4/24/2020,
UT,7/3/2020,
WI,9/28/2020,
ND,10/19/2020,
FL,7/16/2020,
NV,7/16/2020,
ME,6/5/2020,
SD,4/30/2020,
WV,10/28/2020,0
NC,6/10/2020,
VT,4/27/2020,
WY,8/24/2020,
MD,5/8/2020,
MO,6/28/2020,
NC,5/5/2020,
LA,10/26/2020,0
AL,10/16/2020,
MO,7/7/2020,
OR,9/12/2020,
RI,10/15/2020,
TN,10/11/2020,0
OR,7/7/2020,
GA,5/31/2020,
NJ,6/27/2020,
PR,10/18/2020,
ME,6/16/2020,
GA,5/23/2020,
VT,4/19/2020,
VA,10/7/2020,
PA,6/9/2020,
IL,7/5/2020,
NC,5/23/2020,
NM,9/15/2020,
KY,8/1/2020,
PR,8/21/2020,
ME,6/9/2020,
CA,5/30/2020,
NH,6/29/2020,
PR,5/8/2020,
NH,9/20/2020,
VI,9/15/2020,
AK,7/7/2020,
WI,9/16/2020,
PA,5/2/2020,
UT,9/1/2020,
VT,9/12/2020,
CO,7/10/2020,
PA,7/31/2020,
VA,10/26/2020,0
NY,5/6/2020,0
VT,5/1/2020,
ID,6/11/2020,
DE,10/6/2020,
WY,5/24/2020,
OK,9/8/2020,
NE,6/24/2020,
KY,9/19/2020,
AL,7/25/2020,
NJ,8/27/2020,
TN,5/23/2020,
FL,8/8/2020,
AK,5/1/2020,
MT,5/26/2020,
CT,5/4/2020,
KY,10/12/2020,
AK,10/21/2020,0
CO,8/1/2020,
MD,7/24/2020,
OH,7/7/2020,
OK,7/23/2020,
LA,6/27/2020,
HI,6/9/2020,
LA,7/28/2020,
KY,6/20/2020,
NJ,10/26/2020,1
AL,10/13/2020,
WI,5/30/2020,
AL,6/1/2020,
MS,10/27/2020,0
CT,8/10/2020,
GA,10/16/2020,
NV,6/8/2020,
PR,8/15/2020,
UT,8/22/2020,
IL,5/5/2020,
IA,9/11/2020,
GA,6/4/2020,
KS,9/24/2020,
CT,6/9/2020,
VT,10/3/2020,
MA,7/2/2020,
ID,6/23/2020,
LA,7/14/2020,
CT,6/26/2020,
HI,8/5/2020,
ND,10/5/2020,
CO,9/12/2020,
OK,8/29/2020,
PR,5/6/2020,
GA,4/25/2020,
MS,10/25/2020,0
SC,8/8/2020,0
VA,6/17/2020,
WA,9/19/2020,
GA,9/9/2020,0
NE,6/7/2020,
VA,8/31/2020,
ME,9/17/2020,0
KY,8/18/2020,
KY,5/1/2020,
IA,5/5/2020,
PA,5/4/2020,
AR,5/6/2020,
IA,7/17/2020,
OH,9/20/2020,
NC,10/24/2020,4
VT,6/21/2020,
MN,8/29/2020,
GA,5/9/2020,
CT,9/17/2020,
SC,5/18/2020,
KS,9/14/2020,
UT,9/10/2020,
WA,7/5/2020,
IN,7/22/2020,
NC,4/26/2020,
VA,6/18/2020,
MA,8/19/2020,
VT,9/14/2020,
NV,7/25/2020,
MA,5/16/2020,
PR,5/1/2020,
CA,9/23/2020,
MD,9/12/2020,
OR,9/3/2020,
MT,7/17/2020,
DC,10/14/2020,
OH,9/2/2020,
CO,9/9/2020,
TN,7/21/2020,
TX,5/29/2020,
LA,8/23/2020,
AR,9/13/2020,
NH,8/9/2020,
OR,6/4/2020,
ND,6/2/2020,
VT,6/30/2020,
MI,10/8/2020,0
OK,7/11/2020,
NC,8/3/2020,
AR,9/29/2020,
HI,6/3/2020,
MI,9/25/2020,0
ID,6/29/2020,
NJ,5/13/2020,
SC,7/11/2020,
MI,10/10/2020,0
ID,10/21/2020,0
KY,7/5/2020,
AK,8/15/2020,
OK,9/7/2020,
NY,7/4/2020,0
MA,8/28/2020,
WY,6/29/2020,
OK,5/30/2020,
WA,6/23/2020,
TX,8/21/2020,
VA,10/28/2020,5
CO,9/30/2020,
MN,7/30/2020,
AK,4/26/2020,
OH,8/24/2020,
NY,8/19/2020,0
RI,5/27/2020,0
FL,9/4/2020,
NH,6/12/2020,
UT,8/26/2020,
CT,10/9/2020,0
VI,6/22/2020,
OR,4/28/2020,
IL,7/4/2020,
VA,6/8/2020,
OH,7/6/2020,
ME,4/29/2020,
IA,10/15/2020,
AZ,7/28/2020,
AK,8/1/2020,
SD,10/4/2020,0
NE,5/29/2020,
IA,5/6/2020,
NJ,7/15/2020,
ME,7/21/2020,0
OH,5/15/2020,
IN,7/11/2020,
WV,5/16/2020,
OK,6/11/2020,
IL,5/18/2020,
NM,6/13/2020,
VT,9/20/2020,
AR,8/28/2020,
MO,10/22/2020,2
WA,9/17/2020,
KY,9/29/2020,
AR,5/11/2020,
AL,10/10/2020,
RI,8/20/2020,
DC,10/10/2020,
MN,9/16/2020,
TN,9/23/2020,0
CO,9/3/2020,
PA,9/17/2020,
MT,10/1/2020,
AL,4/23/2020,
MA,5/18/2020,
NJ,9/29/2020,
NM,7/2/2020,
NC,5/28/2020,
PA,9/16/2020,
WY,5/23/2020,
WI,7/18/2020,
OK,10/25/2020,2
OK,7/10/2020,
DE,8/3/2020,
WI,9/1/2020,
PR,6/14/2020,
MN,5/12/2020,
SC,8/25/2020,0
IN,7/10/2020,
NY,5/9/2020,0
MN,9/30/2020,
CA,5/26/2020,
MD,5/10/2020,
NC,4/25/2020,
FL,10/22/2020,3
IA,6/14/2020,
UT,10/21/2020,0
OK,5/23/2020,
WV,7/2/2020,
SC,10/28/2020,0
AR,10/18/2020,0
MS,10/29/2020,2
TX,9/27/2020,
ID,6/22/2020,
OR,7/26/2020,
NY,6/13/2020,0
AK,7/30/2020,
PA,4/23/2020,
GA,5/25/2020,
OR,9/9/2020,
FL,5/30/2020,
MN,6/19/2020,
VA,7/23/2020,
MN,8/12/2020,
WA,10/8/2020,
WV,10/25/2020,0
VA,8/4/2020,
IL,9/19/2020,
VT,5/2/2020,
MA,5/26/2020,
VT,9/6/2020,
GA,7/15/2020,
RI,9/26/2020,
VA,9/4/2020,
SD,4/29/2020,
LA,8/20/2020,
ID,10/15/2020,0
VI,7/28/2020,
LA,10/23/2020,0
MA,7/19/2020,
MI,6/14/2020,
VT,9/4/2020,
TX,8/11/2020,
WI,10/20/2020,0
HI,6/12/2020,
MN,8/3/2020,
KS,6/15/2020,
VT,5/10/2020,
OH,8/30/2020,
WI,10/13/2020,0
CA,10/28/2020,2
NJ,10/17/2020,0
HI,7/20/2020,
GA,8/13/2020,
AL,10/9/2020,
KY,9/25/2020,
MN,7/25/2020,
ND,10/21/2020,0
OR,7/17/2020,
PA,8/12/2020,
AK,7/2/2020,
MD,4/23/2020,
IA,9/5/2020,
MN,5/22/2020,
ME,8/2/2020,0
HI,9/6/2020,
WV,5/14/2020,
IA,6/7/2020,
DC,8/11/2020,
MO,7/5/2020,
RI,5/22/2020,0
MD,8/24/2020,
NE,8/31/2020,
GA,10/27/2020,1
OK,7/14/2020,
IN,6/10/2020,
LA,6/7/2020,
WV,10/18/2020,
AZ,10/23/2020,0
WI,6/27/2020,
NC,10/8/2020,
MS,8/9/2020,
VA,7/20/2020,
AL,7/4/2020,
HI,9/14/2020,
OK,7/12/2020,
MO,10/24/2020,1
VA,8/8/2020,
AR,4/27/2020,
VA,5/21/2020,
IA,9/27/2020,
WI,5/12/2020,
MD,8/30/2020,
GA,9/1/2020,0
WY,9/5/2020,
AK,8/22/2020,
ID,6/12/2020,
IL,10/25/2020,1
MO,6/24/2020,
ID,7/4/2020,
GA,8/26/2020,
AL,7/8/2020,
IL,5/16/2020,
MI,5/3/2020,
VI,6/10/2020,
ME,7/31/2020,0
MI,6/18/2020,
WY,9/30/2020,
NY,10/18/2020,0
KS,7/15/2020,
NC,9/5/2020,
KS,10/3/2020,0
MI,8/5/2020,0
RI,5/14/2020,0
WI,4/26/2020,
MT,10/2/2020,
IA,6/29/2020,
HI,6/13/2020,
SD,9/18/2020,
TN,8/6/2020,
TX,8/13/2020,
NM,4/29/2020,
MT,9/22/2020,
HI,6/5/2020,
VT,6/15/2020,
PA,7/22/2020,
WV,8/31/2020,
AK,10/4/2020,
MN,6/23/2020,
NV,10/13/2020,0
KS,9/20/2020,
NV,7/4/2020,
SC,5/21/2020,
DC,8/7/2020,
NC,10/7/2020,
DC,10/12/2020,
TX,5/5/2020,
TX,6/20/2020,
NE,8/25/2020,
SD,9/28/2020,
MS,9/18/2020,
PA,4/25/2020,
CA,8/29/2020,
CO,7/16/2020,
KS,7/16/2020,
LA,10/20/2020,0
UT,5/7/2020,
KY,7/17/2020,
NV,9/6/2020,
IN,6/22/2020,
VT,8/2/2020,
NY,8/11/2020,0
SD,8/3/2020,
TX,7/25/2020,
NY,10/14/2020,0
NC,9/18/2020,
AZ,6/23/2020,
WA,6/10/2020,
NY,10/22/2020,1
VA,5/14/2020,
NM,7/20/2020,
NV,7/8/2020,
MN,4/28/2020,
AR,5/8/2020,
DE,5/17/2020,
GA,7/6/2020,
MD,8/7/2020,
CA,7/11/2020,
WY,5/20/2020,
WA,8/7/2020,
OR,5/20/2020,
OR,7/16/2020,
NJ,5/10/2020,
OH,7/5/2020,
VA,5/16/2020,
LA,7/26/2020,
RI,9/24/2020,
NM,6/25/2020,
CO,10/1/2020,
MT,7/23/2020,
KY,4/26/2020,
VT,6/5/2020,
AR,8/19/2020,
VT,5/28/2020,
OH,10/20/2020,0
MA,5/13/2020,
NE,9/21/2020,0
ME,9/6/2020,0
PA,10/9/2020,
CA,7/14/2020,
AK,9/9/2020,
KS,7/12/2020,
AL,8/4/2020,
ID,10/17/2020,0
CA,9/7/2020,
IA,5/19/2020,
NM,6/6/2020,
AR,7/9/2020,
NY,10/15/2020,0
NM,10/4/2020,
PR,8/7/2020,
NM,6/14/2020,
HI,8/6/2020,
MT,9/10/2020,
NJ,9/10/2020,
MO,9/2/2020,
UT,10/23/2020,0
MO,7/29/2020,
MO,8/31/2020,
ND,10/13/2020,
IL,10/22/2020,0
WY,9/2/2020,
RI,8/13/2020,
PA,9/30/2020,
WY,8/15/2020,
RI,10/19/2020,0
UT,6/23/2020,
AK,9/15/2020,
OH,6/17/2020,
NC,9/19/2020,
VT,4/26/2020,
MN,10/19/2020,
NE,9/15/2020,
NE,6/17/2020,
MO,7/13/2020,
NE,8/21/2020,
IA,5/28/2020,
VA,9/10/2020,
ND,7/30/2020,
NE,7/10/2020,
NC,4/30/2020,
AR,6/26/2020,
PR,10/14/2020,
IA,7/25/2020,
IN,10/27/2020,0
NE,8/4/2020,
NY,5/11/2020,0
WA,6/14/2020,
ND,8/6/2020,
AK,7/28/2020,
MN,7/8/2020,
MN,5/9/2020,
TX,10/18/2020,6
LA,5/7/2020,
FL,9/19/2020,
ME,6/26/2020,
KY,9/1/2020,
IA,5/29/2020,
NH,6/22/2020,
RI,5/19/2020,0
WY,7/24/2020,
MN,10/23/2020,0
AL,8/13/2020,
CO,9/28/2020,
TN,4/27/2020,
WI,9/22/2020,
CO,6/8/2020,
IL,4/30/2020,
AR,5/21/2020,
GA,4/29/2020,
WI,6/25/2020,
ID,7/30/2020,
CT,4/23/2020,
HI,6/19/2020,
TX,5/13/2020,
SD,9/7/2020,
CT,9/16/2020,
NY,6/23/2020,0
NM,8/1/2020,
LA,8/14/2020,
AK,7/20/2020,
WV,7/11/2020,
AK,9/16/2020,
WV,7/19/2020,
OR,9/25/2020,
AK,9/26/2020,
AR,8/18/2020,
SD,8/10/2020,
NE,10/18/2020,0
VI,6/4/2020,
CT,6/13/2020,
IA,6/24/2020,
WY,10/27/2020,0
WA,6/20/2020,
HI,7/1/2020,
MI,10/14/2020,0
LA,6/6/2020,
PR,8/23/2020,
ND,8/16/2020,
MA,9/23/2020,
PR,7/29/2020,
MA,10/25/2020,0
ID,6/2/2020,
IL,10/7/2020,0
AR,10/15/2020,
ME,7/27/2020,0
LA,8/6/2020,
WY,7/16/2020,
CT,5/7/2020,
CA,7/21/2020,
MN,5/17/2020,
MT,9/13/2020,
AR,8/9/2020,
AR,6/18/2020,
AZ,10/17/2020,0
MA,9/7/2020,
AZ,10/27/2020,1
WI,6/7/2020,
AZ,8/30/2020,
WY,5/25/2020,
MS,9/24/2020,
PR,8/11/2020,
IA,8/11/2020,
TN,6/9/2020,
PA,6/26/2020,
MN,5/3/2020,
MO,10/20/2020,2
WA,6/2/2020,
MA,6/30/2020,
LA,10/13/2020,
VA,6/1/2020,
CA,8/8/2020,
NH,8/30/2020,
NE,10/16/2020,
DE,10/19/2020,0
MI,4/28/2020,
OH,5/13/2020,
NJ,10/28/2020,0
LA,5/3/2020,
IL,5/21/2020,
IA,3/26/2020,
NJ,9/2/2020,
NJ,5/2/2020,
VA,10/25/2020,0
MD,8/15/2020,
CA,10/24/2020,2
MN,5/7/2020,
IL,6/17/2020,
NY,6/24/2020,0
TN,9/14/2020,0
MT,9/4/2020,
CA,7/19/2020,
AL,9/24/2020,
LA,10/4/2020,
ND,8/22/2020,
VI,9/7/2020,
CO,6/4/2020,
RI,6/7/2020,0
IL,9/10/2020,
RI,10/10/2020,
LA,6/25/2020,
UT,7/30/2020,
IA,10/12/2020,
AZ,9/2/2020,
MO,8/25/2020,
AZ,7/14/2020,
AL,10/7/2020,
ND,10/11/2020,
NH,7/2/2020,
OK,7/21/2020,
AZ,7/6/2020,
CA,6/16/2020,
NH,8/28/2020,
CT,8/2/2020,
KS,5/24/2020,
NH,9/5/2020,
NY,6/30/2020,0
CT,5/12/2020,
IL,6/8/2020,
ME,8/9/2020,0
DE,10/17/2020,
NE,4/24/2020,
NM,10/12/2020,
MS,7/18/2020,
WV,6/23/2020,
AR,5/16/2020,
VI,5/31/2020,
TN,6/3/2020,
DE,6/6/2020,
MD,7/10/2020,
AZ,8/24/2020,
IL,8/15/2020,
WI,8/23/2020,
WA,6/16/2020,
OR,10/4/2020,
OR,9/30/2020,
MI,4/26/2020,
UT,10/15/2020,
KS,9/11/2020,
VI,10/2/2020,
IA,4/25/2020,
HI,5/22/2020,
ND,9/16/2020,
CA,7/23/2020,
MD,7/7/2020,
IN,9/9/2020,
ND,6/22/2020,
SD,5/3/2020,
DC,10/11/2020,
NV,10/10/2020,0
OK,6/23/2020,
NC,8/1/2020,
TX,9/17/2020,
NM,9/9/2020,
GA,8/17/2020,
CT,5/2/2020,
DC,6/14/2020,
VT,6/11/2020,
NE,5/11/2020,
VA,4/30/2020,
PR,10/5/2020,
NE,7/27/2020,
KY,9/16/2020,
WV,6/30/2020,
NC,9/11/2020,
TN,7/27/2020,
WI,10/17/2020,0
UT,6/19/2020,
MO,5/8/2020,
IL,10/26/2020,1
NJ,9/4/2020,
NJ,5/19/2020,
WY,6/28/2020,
IL,6/27/2020,
AZ,5/10/2020,
OH,6/18/2020,
CA,10/25/2020,2
NE,10/7/2020,
ME,10/3/2020,0
SC,9/13/2020,0
MO,9/3/2020,
SC,5/30/2020,
MD,10/27/2020,0
CO,4/23/2020,
AL,6/13/2020,
NH,10/23/2020,0
MI,7/19/2020,
PA,5/12/2020,
LA,7/18/2020,
NJ,5/26/2020,
SC,8/31/2020,0
IN,9/15/2020,
OR,5/25/2020,
PA,8/2/2020,
WV,9/6/2020,
AZ,10/20/2020,0
WA,10/12/2020,
NJ,6/20/2020,
MT,7/11/2020,
MA,10/9/2020,
FL,9/22/2020,
CA,5/23/2020,
SD,8/17/2020,
ME,7/12/2020,0
MS,9/8/2020,
AK,6/8/2020,
IL,9/4/2020,
IL,8/4/2020,
AK,6/25/2020,
OK,9/25/2020,
KY,5/6/2020,
MT,7/27/2020,
AL,5/27/2020,
NY,7/1/2020,0
KY,10/8/2020,
KS,7/8/2020,
MI,6/2/2020,
WY,9/11/2020,
GA,9/27/2020,0
WY,7/3/2020,
NE,10/12/2020,
IL,5/23/2020,
NH,5/26/2020,
IL,10/16/2020,0
MI,5/31/2020,
MT,5/12/2020,
FL,10/19/2020,1
AK,8/24/2020,
MN,10/7/2020,
CT,8/23/2020,
NM,9/7/2020,
NV,4/26/2020,
VI,10/11/2020,
MT,9/20/2020,
WV,9/14/2020,
IL,5/30/2020,
MI,7/28/2020,
MA,7/3/2020,
MD,5/15/2020,
PR,7/30/2020,
NC,7/30/2020,
OH,6/27/2020,
CO,7/20/2020,
WI,10/7/2020,0
OR,6/8/2020,
OH,5/1/2020,
AZ,7/1/2020,
RI,7/26/2020,0
PA,6/13/2020,
ME,8/1/2020,0
SD,10/27/2020,0
NJ,5/23/2020,
CA,9/24/2020,
OK,10/3/2020,
SD,6/8/2020,
MD,6/27/2020,
MA,9/13/2020,
OK,9/23/2020,
VA,10/22/2020,0
OK,7/13/2020,
IA,9/3/2020,
MS,7/22/2020,
WV,9/15/2020,
KY,4/28/2020,
DE,10/1/2020,
GA,8/10/2020,
WY,6/19/2020,
OK,9/15/2020,
TX,5/1/2020,
UT,5/10/2020,
ID,7/9/2020,
FL,5/3/2020,
RI,5/29/2020,0
RI,9/8/2020,
NY,9/14/2020,0
MI,9/29/2020,0
ME,9/27/2020,0
OH,7/1/2020,
AL,7/18/2020,
CA,9/17/2020,
VI,5/23/2020,
SC,8/22/2020,0
NC,6/25/2020,
MN,10/11/2020,
OR,7/20/2020,
KS,9/18/2020,
AL,6/29/2020,
MD,5/20/2020,
IA,10/6/2020,
RI,7/23/2020,0
TX,10/15/2020,
IL,8/19/2020,
RI,8/18/2020,
WI,10/14/2020,0
MO,6/10/2020,
TX,9/6/2020,
WA,5/17/2020,
SD,7/20/2020,
OH,6/21/2020,
ME,7/23/2020,0
AR,9/20/2020,
CO,5/20/2020,
MO,7/25/2020,
NC,9/7/2020,
NY,6/12/2020,0
WA,8/26/2020,
LA,10/17/2020,
AR,10/9/2020,
MO,9/11/2020,
MO,10/16/2020,
TX,10/6/2020,
NY,5/4/2020,0
DE,9/12/2020,
SD,7/23/2020,
NY,7/3/2020,0
MO,10/9/2020,
CO,6/20/2020,
NJ,10/24/2020,2
WY,7/1/2020,
MO,6/19/2020,
UT,5/18/2020,
CO,5/25/2020,
NM,10/2/2020,
FL,9/30/2020,
SC,9/10/2020,0
OR,5/7/2020,
WI,6/2/2020,
SC,7/15/2020,
PA,10/13/2020,
ME,4/23/2020,
AL,8/31/2020,
OR,9/20/2020,
SC,5/16/2020,
DC,4/28/2020,
SC,7/18/2020,
AZ,10/14/2020,
ME,7/5/2020,0
CT,4/25/2020,
MS,6/24/2020,
IN,8/5/2020,
VA,5/30/2020,
VA,7/15/2020,
UT,8/8/2020,
LA,9/28/2020,
ID,8/16/2020,
AL,4/26/2020,
UT,5/8/2020,
MI,7/17/2020,
IL,6/10/2020,
RI,7/4/2020,0
KY,6/23/2020,
OR,9/19/2020,
LA,5/5/2020,
WA,10/21/2020,0
VT,8/21/2020,
MA,7/22/2020,
AK,10/12/2020,
MI,8/13/2020,0
WI,8/31/2020,
IN,9/20/2020,
AR,9/14/2020,
NV,6/7/2020,
NY,8/8/2020,0
DE,5/5/2020,
NM,6/4/2020,
MT,10/10/2020,
ND,6/1/2020,
OH,8/21/2020,
ND,10/7/2020,
AZ,6/28/2020,
NM,6/2/2020,
NE,10/25/2020,0
TN,10/18/2020,0
MI,7/30/2020,
WI,6/23/2020,
NY,9/4/2020,0
MS,7/26/2020,
SC,10/22/2020,0
ND,7/16/2020,
WI,10/11/2020,0
MN,4/25/2020,
CT,10/23/2020,0
VA,5/9/2020,
NC,9/16/2020,
TX,6/25/2020,
NJ,4/26/2020,
WA,8/16/2020,0
VI,10/27/2020,0
MT,8/29/2020,
CO,7/8/2020,
LA,10/8/2020,
NJ,5/28/2020,
ND,6/13/2020,
MT,5/21/2020,
CT,9/6/2020,
ID,9/2/2020,
WV,10/19/2020,
TX,9/26/2020,
ID,9/10/2020,
DE,5/10/2020,
OK,9/17/2020,
KY,4/29/2020,
HI,10/10/2020,
IL,9/7/2020,
MI,10/2/2020,0
DC,7/28/2020,
AL,9/9/2020,
AZ,5/5/2020,
MT,9/21/2020,
SD,8/27/2020,
SD,8/28/2020,
WY,10/24/2020,0
NM,6/11/2020,
OR,7/11/2020,
HI,10/1/2020,
MT,6/3/2020,
IL,8/20/2020,
GA,6/15/2020,
CA,8/27/2020,
MN,7/6/2020,
MA,7/13/2020,
NV,8/31/2020,
CA,8/1/2020,
FL,9/11/2020,
NM,5/23/2020,
IL,5/9/2020,
MA,5/12/2020,
WY,9/20/2020,
OH,5/6/2020,
NE,8/9/2020,
AR,5/18/2020,
NM,10/25/2020,2
ME,10/29/2020,0
VT,9/27/2020,
CA,10/3/2020,
CO,7/11/2020,
SC,5/12/2020,
TN,7/28/2020,
WI,6/9/2020,
KY,9/3/2020,
MN,9/14/2020,
LA,6/18/2020,
WA,10/6/2020,
KY,6/12/2020,
IL,7/14/2020,
NH,10/1/2020,
KY,7/21/2020,
NC,8/11/2020,
OK,7/2/2020,
TN,6/13/2020,
SD,9/16/2020,
WI,7/5/2020,
NM,4/23/2020,
CA,7/2/2020,
MD,10/24/2020,0
NM,8/24/2020,
LA,6/21/2020,
ME,10/13/2020,0
AZ,7/7/2020,
ND,4/25/2020,
KS,8/30/2020,
DC,10/8/2020,
KS,6/7/2020,
IN,7/19/2020,
GA,8/5/2020,
DC,6/26/2020,
DC,8/9/2020,
NV,8/3/2020,0
VA,10/20/2020,0
SC,5/26/2020,
RI,8/11/2020,
WA,9/3/2020,
RI,7/14/2020,0
CT,4/28/2020,
NC,8/27/2020,
AL,9/18/2020,
OH,5/5/2020,
MA,7/25/2020,
NM,10/21/2020,1
AL,7/17/2020,
CA,8/13/2020,
OR,6/2/2020,
WY,9/18/2020,
TX,7/21/2020,
MS,10/21/2020,1
KS,7/24/2020,
NM,7/29/2020,
WY,6/10/2020,
VI,10/25/2020,0
DC,6/12/2020,
WY,5/10/2020,
OK,5/17/2020,
UT,10/28/2020,0
WV,5/13/2020,
OH,10/17/2020,0
CO,7/7/2020,
CA,8/16/2020,
