state,date,admissions
HI,4/26/2023,0
VA,4/7/2023,11
HI,9/27/2021,0
NM,6/18/2021,1
TX,8/22/2021,1
OK,4/4/2023,7
VA,3/24/2023,9
MD,11/22/2021,0
SC,7/10/2021,1
CT,12/2/2021,3
NM,9/11/2021,0
GA,8/6/2021,2
TN,4/9/2023,4
NC,8/16/2021,1
AK,3/15/2023,0
MO,8/20/2021,1
TN,4/16/2023,2
VT,3/18/2023,1
DC,8/26/2021,0
IL,10/15/2021,1
CT,4/30/2023,0
GA,8/30/2021,1
PR,3/28/2023,7
WI,7/28/2021,0
WV,3/23/2023,1
MN,8/12/2021,0
KY,10/19/2021,0
GA,11/18/2021,4
VT,10/31/2021,0
NV,11/28/2021,0
WV,3/25/2023,3
WV,10/8/2021,4
FL,8/19/2021,3
MN,6/24/2021,0
MO,3/25/2023,6
OR,7/16/2021,0
IA,10/15/2021,0
CA,7/19/2021,1
GA,7/12/2021,1
MO,4/20/2023,0
WV,3/16/2023,1
DE,10/10/2021,0
MI,11/15/2021,0
NJ,9/16/2021,0
HI,10/14/2021,0
WV,8/2/2021,0
MO,7/31/2021,0
MS,4/19/2023,4
IL,4/7/2023,6
MI,8/7/2021,0
MI,4/9/2023,2
AR,4/23/2023,1
OK,9/6/2021,1
IA,3/11/2023,1
OR,9/28/2021,0
RI,11/23/2021,0
LA,7/22/2021,0
MT,4/13/2023,0
MA,3/9/2023,2
MN,6/29/2021,0
PR,10/29/2021,2
VA,11/6/2021,4
NV,6/26/2021,0
CT,4/17/2023,0
NE,6/25/2021,0
MO,3/27/2023,4
MD,9/3/2021,0
AK,4/7/2023,1
RI,11/2/2021,0
CO,7/24/2021,1
AR,11/2/2021,2
WY,7/13/2021,0
FL,9/24/2021,3
GA,11/20/2021,3
CA,4/8/2023,4
NH,12/9/2021,1
NH,7/14/2021,0
MT,8/26/2021,0
AL,3/29/2023,2
SD,10/18/2021,0
CA,8/21/2021,1
VA,6/22/2021,2
MT,7/15/2021,0
AR,6/22/2021,1
MN,6/26/2021,0
MI,9/2/2021,1
MA,4/24/2023,1
NY,4/11/2023,8
DE,4/27/2023,0
MO,8/21/2021,1
TN,4/26/2023,5
CO,11/14/2021,1
CA,12/5/2021,5
WY,9/4/2021,0
WI,3/11/2023,0
MI,9/3/2021,0
AK,7/24/2021,1
ME,6/18/2021,0
OK,12/14/2021,5
CT,7/29/2021,0
PA,4/30/2023,3
MT,10/11/2021,0
WY,6/27/2021,0
AZ,8/16/2021,2
CT,6/23/2021,0
PR,3/21/2023,5
AR,12/12/2021,0
ND,12/3/2021,1
CA,8/25/2021,1
NH,10/30/2021,2
MI,4/5/2023,5
IA,12/1/2021,0
HI,11/27/2021,1
KY,8/25/2021,0
SD,7/20/2021,0
GA,8/15/2021,1
IL,12/4/2021,3
AK,8/4/2021,1
SD,7/12/2021,0
GA,11/23/2021,2
IA,4/16/2023,0
KY,7/28/2021,0
VA,8/24/2021,0
AZ,4/14/2023,9
CT,7/11/2021,0
ND,11/2/2021,0
MI,9/19/2021,0
GA,10/8/2021,0
WA,4/9/2023,0
AK,7/28/2021,1
OK,7/19/2021,1
ME,4/4/2023,1
FL,8/17/2021,10
LA,6/26/2021,1
NJ,11/7/2021,2
NY,3/31/2023,9
ME,3/20/2023,0
TN,11/2/2021,3
NY,8/26/2021,1
VI,11/3/2021,0
KY,6/20/2021,0
NC,10/19/2021,9
SC,10/30/2021,3
MA,4/11/2023,1
SD,8/29/2021,0
SD,9/18/2021,0
KY,3/8/2023,1
NE,12/12/2021,0
ID,6/24/2021,0
NC,6/19/2021,0
KY,3/19/2023,3
UT,7/31/2021,0
MS,11/23/2021,1
NJ,7/12/2021,0
NJ,3/19/2023,5
MS,10/26/2021,0
DE,8/12/2021,0
KY,11/6/2021,1
AK,9/12/2021,1
DE,10/14/2021,1
NV,4/20/2023,0
ME,4/25/2023,0
MI,7/11/2021,0
ME,9/26/2021,0
PR,3/13/2023,0
NM,6/20/2021,2
CO,7/14/2021,0
PA,6/23/2021,2
RI,11/29/2021,1
NM,12/8/2021,0
OR,10/27/2021,0
GA,9/19/2021,1
AK,3/9/2023,0
KY,9/11/2021,0
IN,8/25/2021,1
TX,4/10/2023,16
NM,9/10/2021,0
AK,3/26/2023,1
WI,8/16/2021,0
NH,4/24/2023,0
TN,7/29/2021,1
WA,8/9/2021,0
IL,12/12/2021,4
NV,4/17/2023,0
MS,11/30/2021,6
IL,4/21/2023,5
DC,4/22/2023,0
NE,7/18/2021,0
NV,7/21/2021,0
FL,12/13/2021,14
MD,9/28/2021,0
NY,4/21/2023,4
OR,12/3/2021,0
IA,7/27/2021,0
CA,10/2/2021,3
KY,10/9/2021,2
CA,10/29/2021,0
SD,7/24/2021,0
KY,4/8/2023,4
ME,11/11/2021,0
PA,7/29/2021,3
PA,4/19/2023,10
DE,11/19/2021,0
AZ,4/18/2023,8
WV,8/21/2021,0
UT,8/12/2021,0
CO,9/1/2021,1
NV,4/10/2023,0
PA,8/15/2021,0
MD,9/23/2021,0
TX,11/22/2021,6
WY,10/31/2021,0
IN,10/16/2021,0
NH,3/25/2023,1
LA,6/24/2021,1
DC,12/11/2021,0
AK,9/25/2021,1
MS,8/5/2021,0
WA,11/6/2021,0
VA,3/9/2023,4
NY,4/6/2023,15
ND,4/3/2023,1
AL,10/27/2021,1
DE,7/26/2021,0
MO,4/6/2023,8
NC,10/18/2021,3
MA,11/4/2021,0
PR,10/6/2021,3
WA,6/20/2021,0
FL,3/8/2023,29
TX,6/24/2021,5
KY,6/22/2021,0
NY,6/25/2021,0
AS,9/4/2021,0
OK,11/7/2021,0
DE,12/10/2021,1
NC,8/9/2021,1
AS,10/16/2021,0
SD,6/28/2021,0
CA,11/4/2021,3
MD,7/6/2021,0
MI,3/28/2023,2
HI,11/1/2021,0
OK,10/28/2021,1
ND,8/23/2021,1
GA,9/9/2021,6
OR,3/30/2023,0
IA,3/18/2023,2
SC,3/17/2023,3
KS,4/29/2023,0
MS,8/6/2021,0
SD,10/7/2021,1
KS,3/15/2023,3
TN,11/1/2021,1
NJ,9/12/2021,0
WV,7/5/2021,0
LA,6/19/2021,2
AL,3/16/2023,2
DE,11/10/2021,0
ID,10/30/2021,0
ME,10/21/2021,0
NE,3/22/2023,1
KS,9/4/2021,0
NM,12/1/2021,3
LA,10/20/2021,0
WA,10/28/2021,1
OR,9/8/2021,0
NE,4/23/2023,1
MN,7/17/2021,0
VA,6/24/2021,1
WY,4/29/2023,0
UT,10/11/2021,0
WI,11/1/2021,0
TN,9/27/2021,1
KS,7/23/2021,0
DC,7/21/2021,0
NC,8/18/2021,1
SC,11/25/2021,2
AK,4/25/2023,0
MD,8/29/2021,0
NY,9/21/2021,1
IA,11/16/2021,0
TN,7/23/2021,0
ND,11/12/2021,1
UT,8/18/2021,0
MT,9/17/2021,1
GA,7/1/2021,2
TN,11/27/2021,7
WI,4/22/2023,1
UT,12/8/2021,0
KS,4/14/2023,0
WA,8/24/2021,0
MA,10/3/2021,1
MO,10/25/2021,1
IL,4/14/2023,9
ID,8/22/2021,0
WV,10/16/2021,0
NJ,8/17/2021,0
MN,3/20/2023,0
IN,7/18/2021,2
ND,8/11/2021,2
AK,4/6/2023,0
IN,10/8/2021,1
NJ,12/14/2021,11
KS,11/17/2021,0
IL,3/9/2023,3
TN,4/30/2023,4
FL,10/11/2021,6
GA,3/26/2023,11
NE,3/23/2023,1
AZ,10/6/2021,4
MA,7/15/2021,
VT,10/23/2021,0
FL,7/31/2021,4
ME,10/13/2021,0
MT,11/26/2021,0
MT,8/10/2021,0
KS,6/16/2021,0
VA,8/23/2021,0
MS,7/27/2021,2
VT,4/20/2023,0
IL,8/24/2021,0
PA,12/2/2021,9
CA,9/15/2021,2
CO,9/19/2021,0
AZ,11/20/2021,3
DE,7/17/2021,0
TX,6/25/2021,5
MA,9/2/2021,0
IN,9/8/2021,4
IL,7/3/2021,1
AK,8/29/2021,1
NH,7/4/2021,0
IN,7/30/2021,5
VA,7/7/2021,2
HI,8/1/2021,1
WA,11/7/2021,0
MS,8/29/2021,3
ME,4/10/2023,0
NY,10/16/2021,1
AZ,12/8/2021,4
VI,11/4/2021,0
NC,11/16/2021,1
NY,6/30/2021,0
MI,11/27/2021,7
GA,10/7/2021,2
ND,11/27/2021,1
MD,11/3/2021,0
VI,11/10/2021,0
TN,10/22/2021,0
OK,11/4/2021,1
VT,3/26/2023,0
MO,3/13/2023,2
PA,11/18/2021,6
SC,4/27/2023,1
WV,7/7/2021,0
MT,12/14/2021,0
SC,11/16/2021,3
HI,8/20/2021,0
CT,7/16/2021,0
OH,11/3/2021,1
HI,4/16/2023,0
NJ,7/11/2021,1
SC,9/5/2021,0
LA,12/11/2021,4
MA,8/28/2021,0
IN,9/21/2021,4
MA,3/14/2023,5
NM,10/19/2021,0
LA,8/2/2021,3
KS,10/12/2021,3
WY,8/29/2021,0
ID,6/27/2021,0
VA,3/26/2023,10
NY,11/17/2021,4
OK,7/15/2021,2
WY,6/29/2021,0
VA,4/2/2023,7
IN,4/28/2023,1
SD,12/9/2021,1
NY,3/24/2023,10
TX,8/3/2021,11
MN,12/7/2021,1
FL,3/17/2023,25
IN,7/11/2021,1
NV,4/21/2023,0
NH,8/20/2021,0
NJ,12/5/2021,7
SC,4/6/2023,1
HI,12/15/2021,0
WY,11/14/2021,2
UT,8/11/2021,0
OK,9/13/2021,0
ID,4/3/2023,1
ID,8/1/2021,0
AZ,9/17/2021,0
MO,4/26/2023,4
SD,7/14/2021,0
NC,10/27/2021,4
SC,7/19/2021,0
OK,3/16/2023,4
AR,8/7/2021,1
SD,9/10/2021,0
PR,9/30/2021,1
IL,11/24/2021,1
NV,12/11/2021,1
AL,9/21/2021,4
WV,3/9/2023,0
IL,11/6/2021,0
NC,6/20/2021,0
WV,7/15/2021,1
OH,10/24/2021,1
WY,9/3/2021,0
VI,11/13/2021,0
NJ,10/22/2021,4
NE,3/29/2023,1
RI,3/11/2023,0
NE,4/2/2023,0
SD,10/8/2021,0
PR,12/2/2021,3
VT,9/15/2021,0
AK,6/17/2021,1
WY,12/10/2021,1
HI,9/6/2021,0
AL,8/2/2021,2
NV,10/22/2021,0
CO,9/28/2021,0
NC,12/6/2021,6
AS,4/1/2023,0
TN,8/1/2021,0
NH,9/21/2021,0
VT,8/4/2021,0
HI,4/10/2023,1
NC,6/28/2021,2
IN,10/17/2021,1
MD,11/29/2021,0
TN,12/15/2021,5
AR,6/30/2021,0
MT,7/1/2021,0
CO,12/3/2021,7
CA,9/7/2021,0
KS,3/30/2023,1
NC,10/1/2021,2
ME,11/26/2021,0
MN,11/12/2021,0
ME,9/12/2021,0
CT,12/7/2021,2
NC,9/4/2021,0
AL,9/29/2021,1
NM,8/21/2021,0
CT,4/26/2023,5
WY,10/24/2021,0
AR,7/10/2021,0
KY,3/18/2023,2
ID,4/21/2023,0
NC,9/20/2021,0
WY,10/25/2021,0
WV,4/13/2023,1
NH,7/2/2021,0
MT,12/4/2021,0
TX,7/27/2021,3
MI,9/29/2021,1
AZ,8/23/2021,1
MA,7/10/2021,0
VT,10/12/2021,0
GA,10/18/2021,0
VT,12/14/2021,0
MN,9/1/2021,0
VI,7/30/2021,0
NJ,4/25/2023,3
WI,7/27/2021,0
OR,12/10/2021,1
NE,8/15/2021,0
VA,11/25/2021,4
PA,9/27/2021,3
PR,9/7/2021,4
NV,8/23/2021,0
CT,11/1/2021,0
ME,8/30/2021,0
CO,12/10/2021,2
CA,9/25/2021,2
MA,7/2/2021,
NY,6/16/2021,0
MS,7/9/2021,0
MD,11/14/2021,1
AL,10/17/2021,0
VA,10/20/2021,8
PA,10/23/2021,4
MT,10/10/2021,0
UT,8/1/2021,0
WI,12/12/2021,0
AZ,8/12/2021,4
CT,3/29/2023,6
UT,8/23/2021,0
RI,10/14/2021,0
OK,8/27/2021,1
VA,7/5/2021,2
NJ,3/26/2023,6
AL,6/21/2021,1
VT,4/25/2023,0
MT,7/29/2021,0
MS,9/18/2021,0
ME,3/31/2023,0
AL,8/6/2021,7
NY,3/23/2023,9
FL,11/16/2021,7
FL,12/4/2021,9
CA,9/2/2021,1
MI,3/21/2023,0
ID,10/23/2021,0
NH,11/20/2021,0
NJ,9/23/2021,1
PR,4/29/2023,7
DC,3/28/2023,2
PR,11/19/2021,3
WV,4/3/2023,0
OH,4/14/2023,7
TX,8/18/2021,9
TN,8/2/2021,0
SC,11/5/2021,2
AK,9/23/2021,1
NY,3/14/2023,12
TN,4/1/2023,11
DC,9/30/2021,0
HI,6/17/2021,0
NE,11/9/2021,0
TN,7/25/2021,0
AK,3/19/2023,0
NC,8/3/2021,1
NV,9/9/2021,0
NM,10/18/2021,0
IN,11/21/2021,2
AR,8/11/2021,0
AZ,11/29/2021,5
KY,11/7/2021,2
IA,4/18/2023,0
IA,8/22/2021,0
MD,7/9/2021,0
LA,9/25/2021,2
UT,11/24/2021,0
CA,3/20/2023,7
NH,11/29/2021,0
MN,6/23/2021,0
MA,3/16/2023,2
MN,8/8/2021,0
CA,10/12/2021,1
WV,11/15/2021,0
ME,3/12/2023,0
MO,11/5/2021,0
MT,4/28/2023,0
MI,3/17/2023,3
OK,4/22/2023,2
PR,4/7/2023,5
OR,10/17/2021,0
VT,9/4/2021,0
CO,9/3/2021,1
WA,12/7/2021,0
MO,6/25/2021,0
MD,10/24/2021,1
VI,8/11/2021,0
AL,9/19/2021,3
WA,9/29/2021,1
CO,4/18/2023,2
WA,9/21/2021,0
SD,9/12/2021,0
CO,11/30/2021,0
MT,11/5/2021,0
OH,8/12/2021,0
ND,7/29/2021,1
ID,12/8/2021,0
MS,7/2/2021,1
PA,4/15/2023,11
MS,9/7/2021,0
NE,6/30/2021,0
DC,9/4/2021,0
ME,3/16/2023,1
IL,8/26/2021,0
AR,6/16/2021,0
NY,6/27/2021,0
RI,7/6/2021,0
TN,8/25/2021,1
NJ,9/25/2021,1
SD,8/30/2021,0
NJ,7/8/2021,1
CT,9/24/2021,0
KS,7/8/2021,0
MT,9/3/2021,0
GA,6/28/2021,1
MA,3/23/2023,1
IL,8/23/2021,0
MS,7/4/2021,0
KY,9/13/2021,1
UT,11/11/2021,0
KY,11/18/2021,5
MI,9/10/2021,0
CT,4/29/2023,1
NC,7/24/2021,0
MS,10/7/2021,0
NC,7/16/2021,1
IA,12/6/2021,0
WV,7/2/2021,0
NJ,11/8/2021,1
IL,4/15/2023,4
OK,3/27/2023,1
DE,10/24/2021,0
CA,11/25/2021,4
UT,9/2/2021,0
TX,10/28/2021,3
FL,9/22/2021,2
AK,3/30/2023,0
SC,12/4/2021,2
MT,4/9/2023,0
TX,3/22/2023,20
VA,10/26/2021,4
TX,7/8/2021,12
HI,7/25/2021,0
PA,8/28/2021,2
CT,12/1/2021,3
VI,11/21/2021,0
WI,9/25/2021,3
HI,8/2/2021,0
ME,9/24/2021,0
KY,10/28/2021,3
SD,6/18/2021,1
MI,10/28/2021,0
DC,10/20/2021,0
CT,4/19/2023,0
PA,4/20/2023,10
MS,12/9/2021,1
TX,3/28/2023,21
MT,9/16/2021,1
CO,10/18/2021,0
WY,11/30/2021,0
VI,12/9/2021,0
OH,10/20/2021,2
AZ,9/30/2021,4
WA,11/17/2021,1
KY,10/2/2021,0
KS,12/5/2021,1
WI,11/3/2021,1
IL,8/5/2021,0
NC,11/6/2021,2
AZ,3/15/2023,10
WA,3/19/2023,2
OR,4/29/2023,1
AK,12/5/2021,0
MS,11/2/2021,0
MO,4/22/2023,3
DE,8/5/2021,0
GA,8/31/2021,3
AL,10/8/2021,4
SC,4/12/2023,3
TX,7/17/2021,14
OR,10/28/2021,0
NJ,9/17/2021,2
IA,8/28/2021,0
AR,3/24/2023,3
NY,3/12/2023,10
CT,6/18/2021,0
TX,3/13/2023,21
GA,11/30/2021,11
TN,4/5/2023,6
GA,9/12/2021,1
AK,12/13/2021,0
OR,9/22/2021,0
ID,6/29/2021,0
PA,3/20/2023,12
GA,4/8/2023,7
CA,4/23/2023,2
AK,3/7/2023,1
NC,3/30/2023,3
ND,8/2/2021,0
PA,9/24/2021,2
AR,9/15/2021,1
CA,8/26/2021,0
AR,6/27/2021,1
MA,12/4/2021,6
WI,6/26/2021,0
FL,11/6/2021,5
AK,10/19/2021,0
TX,7/18/2021,13
FL,8/10/2021,6
MA,7/7/2021,
AS,3/31/2023,0
NY,7/10/2021,1
TX,3/23/2023,20
WA,9/11/2021,0
AZ,12/9/2021,5
LA,10/1/2021,1
IL,11/15/2021,0
NV,4/30/2023,2
CA,4/4/2023,8
AK,11/8/2021,0
OR,7/28/2021,0
VA,6/19/2021,4
NE,8/13/2021,0
KS,9/17/2021,0
NV,3/20/2023,2
ME,4/15/2023,0
VA,4/27/2023,2
TN,8/8/2021,0
NE,4/1/2023,1
MN,7/1/2021,0
ME,3/10/2023,0
NH,10/25/2021,0
AZ,11/3/2021,3
NY,4/7/2023,8
ID,8/11/2021,0
OR,9/19/2021,0
OK,10/2/2021,1
VI,9/8/2021,0
MT,4/16/2023,1
OH,8/29/2021,0
WV,11/4/2021,1
SC,4/5/2023,3
TN,9/6/2021,0
TN,11/12/2021,2
DC,11/13/2021,0
MO,10/6/2021,0
NJ,3/11/2023,6
AS,9/27/2021,0
CA,12/4/2021,10
MT,7/23/2021,0
PA,8/2/2021,5
TX,8/13/2021,8
OK,12/13/2021,6
ND,8/8/2021,0
TN,8/20/2021,1
VI,12/1/2021,0
WI,7/26/2021,0
IA,10/10/2021,0
VT,10/4/2021,0
MN,11/10/2021,0
SC,9/16/2021,1
AR,12/11/2021,2
UT,7/22/2021,0
NM,11/24/2021,0
ND,12/2/2021,1
ME,9/14/2021,0
ND,9/24/2021,0
SC,9/3/2021,0
PA,6/26/2021,3
WY,9/9/2021,0
AR,7/5/2021,0
MD,10/31/2021,1
NM,4/4/2023,0
IN,9/27/2021,0
VA,3/19/2023,9
NY,8/7/2021,0
SD,3/7/2023,2
NJ,12/4/2021,12
FL,4/5/2023,35
DC,10/25/2021,0
HI,4/9/2023,0
SC,12/14/2021,3
NE,7/26/2021,0
OR,10/18/2021,0
CO,3/25/2023,0
NJ,7/13/2021,0
NH,11/11/2021,0
FL,4/12/2023,15
DC,3/21/2023,0
AL,9/28/2021,2
NC,9/29/2021,3
MI,7/28/2021,0
KY,8/14/2021,0
AR,12/6/2021,2
HI,4/5/2023,1
ND,7/21/2021,0
WV,8/19/2021,0
KY,4/13/2023,3
SD,11/30/2021,1
MS,7/20/2021,1
KS,9/26/2021,0
GA,10/17/2021,1
AS,12/2/2021,0
PA,12/6/2021,8
AL,6/16/2021,5
NJ,3/7/2023,4
IL,7/1/2021,0
KS,12/14/2021,2
MO,4/11/2023,3
WI,6/22/2021,0
WA,3/13/2023,4
VA,7/10/2021,6
IL,10/20/2021,0
GA,6/20/2021,0
TX,3/29/2023,23
TX,4/23/2023,10
ND,12/11/2021,1
PR,10/3/2021,4
IN,4/24/2023,2
PR,12/11/2021,2
AR,6/25/2021,0
VA,8/6/2021,2
ID,8/12/2021,1
PA,11/1/2021,3
HI,10/22/2021,0
VT,3/30/2023,0
WI,9/7/2021,0
CT,11/11/2021,0
NV,11/21/2021,1
AL,10/9/2021,2
OH,10/25/2021,2
OR,7/24/2021,0
MA,7/26/2021,0
CO,10/28/2021,1
DC,11/26/2021,0
WI,8/14/2021,0
VT,9/17/2021,0
OH,11/29/2021,14
RI,10/21/2021,0
AK,10/12/2021,0
TX,9/2/2021,5
MA,11/24/2021,3
WI,11/28/2021,1
RI,4/13/2023,0
MT,3/9/2023,0
ID,8/18/2021,1
FL,8/20/2021,2
NH,9/8/2021,0
OK,8/25/2021,3
OK,8/5/2021,2
DE,10/15/2021,0
IA,9/20/2021,0
VT,7/13/2021,0
KS,10/23/2021,1
HI,3/10/2023,0
DC,3/27/2023,0
PA,7/1/2021,0
VA,7/28/2021,3
NY,9/27/2021,1
OK,12/4/2021,2
AR,11/28/2021,5
KS,9/5/2021,1
NH,8/11/2021,0
NY,7/5/2021,0
MT,7/19/2021,0
MI,7/22/2021,0
TX,4/18/2023,15
RI,7/26/2021,0
IL,3/7/2023,1
AZ,8/28/2021,3
NJ,10/12/2021,0
NV,10/3/2021,2
AS,4/11/2023,0
CA,3/28/2023,4
MN,10/10/2021,0
ND,8/4/2021,1
WY,11/21/2021,0
VT,11/17/2021,0
HI,4/29/2023,0
AK,3/11/2023,0
KY,12/1/2021,0
WV,3/28/2023,1
MO,4/1/2023,6
ME,4/19/2023,1
DE,10/29/2021,1
CT,11/18/2021,0
WV,4/24/2023,0
AL,4/28/2023,0
TN,7/11/2021,0
MS,11/3/2021,2
AL,9/10/2021,2
AL,8/25/2021,4
TN,3/21/2023,4
CO,10/27/2021,1
DC,8/10/2021,0
ME,6/21/2021,0
MA,3/24/2023,5
NE,11/28/2021,2
AL,11/26/2021,3
OK,3/10/2023,3
IN,8/11/2021,2
NM,9/19/2021,0
SD,11/4/2021,0
MI,10/27/2021,0
NJ,10/5/2021,0
PA,6/21/2021,1
MT,3/25/2023,0
PR,8/3/2021,3
NC,7/30/2021,4
DE,6/29/2021,0
AL,4/8/2023,4
MS,6/18/2021,2
AR,11/21/2021,1
NE,9/14/2021,0
PA,3/8/2023,31
IL,11/3/2021,0
TN,4/20/2023,2
NH,8/18/2021,0
MA,10/29/2021,0
TN,9/14/2021,0
MO,12/3/2021,8
MO,8/7/2021,0
AZ,6/26/2021,1
WV,12/13/2021,0
KS,10/22/2021,1
GA,7/7/2021,0
NJ,8/16/2021,0
VA,8/16/2021,3
OH,6/29/2021,0
IL,8/6/2021,1
RI,12/12/2021,2
VI,11/24/2021,0
VA,3/14/2023,8
OH,11/20/2021,2
IL,3/19/2023,4
HI,8/13/2021,0
OH,10/31/2021,2
DE,10/21/2021,0
MD,7/18/2021,0
CA,12/13/2021,12
UT,4/27/2023,0
NV,8/2/2021,0
GA,12/9/2021,11
AS,4/6/2023,0
IL,9/6/2021,0
KY,6/30/2021,0
FL,9/5/2021,4
NM,8/14/2021,0
MN,4/12/2023,2
GA,7/14/2021,0
MD,3/25/2023,1
MI,10/18/2021,0
HI,11/2/2021,0
KS,7/13/2021,0
TX,9/20/2021,4
PA,10/24/2021,6
NY,12/7/2021,13
LA,11/28/2021,1
GA,8/8/2021,1
GA,8/29/2021,2
AL,3/10/2023,1
PR,11/26/2021,5
IA,11/9/2021,0
VI,3/16/2023,0
MI,3/10/2023,6
OK,7/12/2021,2
FL,10/4/2021,4
CT,8/30/2021,0
IL,10/26/2021,1
MT,3/29/2023,1
WI,3/30/2023,0
NM,7/28/2021,0
NM,3/8/2023,1
IA,4/1/2023,0
MI,4/18/2023,0
AK,10/22/2021,0
DE,3/11/2023,0
MI,9/22/2021,0
SD,11/12/2021,0
WA,6/25/2021,0
MT,9/14/2021,1
NV,7/16/2021,0
ID,8/19/2021,0
PR,4/9/2023,6
OK,11/25/2021,2
WV,8/27/2021,0
AL,7/21/2021,3
TX,10/29/2021,5
LA,11/14/2021,0
WY,11/29/2021,1
VA,7/12/2021,1
FL,7/14/2021,11
HI,4/19/2023,1
SC,12/3/2021,2
AL,7/19/2021,3
CO,6/30/2021,0
ME,3/8/2023,0
PR,12/6/2021,2
ND,10/12/2021,1
AR,4/2/2023,1
SC,11/24/2021,2
GA,3/27/2023,8
NV,10/11/2021,0
MD,10/25/2021,1
MI,4/29/2023,1
NC,3/19/2023,4
MT,4/5/2023,0
IN,11/27/2021,1
NC,11/7/2021,0
MT,4/24/2023,0
VA,11/1/2021,0
VA,7/19/2021,2
MN,9/15/2021,1
WV,8/22/2021,1
WY,7/4/2021,0
SD,9/17/2021,0
KY,3/12/2023,2
NH,9/17/2021,0
IL,8/15/2021,0
MO,4/12/2023,3
WY,9/8/2021,0
IL,11/23/2021,0
KS,7/27/2021,0
IL,6/19/2021,0
OH,8/20/2021,1
AK,4/14/2023,0
PR,9/13/2021,3
MT,9/19/2021,1
MT,12/13/2021,0
GA,7/11/2021,0
FL,11/11/2021,12
MA,4/4/2023,0
WI,11/20/2021,2
ME,7/27/2021,0
WY,8/16/2021,0
ID,10/31/2021,0
RI,11/10/2021,0
MS,12/8/2021,2
MI,8/31/2021,0
WI,10/22/2021,2
MD,9/9/2021,0
AR,8/30/2021,0
MO,8/11/2021,1
VI,11/2/2021,0
WA,6/17/2021,0
MD,11/18/2021,0
MO,9/28/2021,0
WI,3/9/2023,0
AR,3/14/2023,4
NJ,8/7/2021,1
NM,11/2/2021,1
PR,4/2/2023,7
MN,6/19/2021,1
MO,6/28/2021,0
AK,4/18/2023,0
WA,8/28/2021,0
SC,6/22/2021,0
MA,7/17/2021,
NE,10/26/2021,0
NE,11/1/2021,0
NM,11/16/2021,0
NE,11/14/2021,0
IL,8/19/2021,0
VA,9/6/2021,1
AS,11/4/2021,0
TN,3/13/2023,1
MT,7/11/2021,0
NV,3/29/2023,0
ID,10/9/2021,0
CT,8/13/2021,0
UT,11/28/2021,0
NH,9/7/2021,0
IN,11/5/2021,3
NV,8/18/2021,0
WY,7/9/2021,0
NE,11/23/2021,0
OK,9/10/2021,4
NY,8/15/2021,1
KS,12/1/2021,0
OR,10/7/2021,0
DE,10/5/2021,0
OR,7/9/2021,0
LA,4/21/2023,5
ME,11/30/2021,1
AZ,7/29/2021,1
MO,3/26/2023,2
NJ,10/24/2021,0
ND,7/5/2021,0
OH,9/7/2021,0
IL,8/9/2021,0
KY,9/10/2021,0
AZ,11/7/2021,0
MI,9/12/2021,0
IN,10/25/2021,2
ID,7/31/2021,0
MS,10/13/2021,0
VA,12/4/2021,3
MI,11/26/2021,5
KS,10/29/2021,0
OR,3/11/2023,0
WV,12/3/2021,3
DC,11/22/2021,0
AR,10/30/2021,0
PA,9/10/2021,3
VA,4/22/2023,4
DC,4/3/2023,0
TX,11/26/2021,0
OR,8/9/2021,0
IA,12/10/2021,0
NJ,8/19/2021,2
AZ,8/7/2021,2
MO,7/6/2021,1
OR,7/14/2021,0
UT,11/19/2021,1
MD,11/17/2021,0
NM,10/28/2021,1
KS,6/25/2021,1
NE,7/21/2021,0
NE,9/2/2021,0
DE,11/29/2021,1
NE,4/11/2023,0
KS,3/18/2023,2
DC,4/26/2023,0
ND,3/15/2023,1
WI,4/17/2023,1
IL,3/26/2023,2
IN,4/17/2023,1
AK,8/14/2021,1
OK,10/19/2021,3
PA,11/7/2021,2
ID,3/8/2023,0
MD,7/4/2021,0
ME,3/19/2023,0
PR,6/17/2021,3
NM,9/5/2021,0
VT,4/10/2023,0
ND,12/1/2021,1
AK,8/23/2021,1
UT,4/17/2023,1
VT,4/29/2023,1
CA,8/12/2021,1
MO,9/23/2021,1
HI,4/22/2023,0
NY,3/25/2023,14
MI,3/12/2023,6
MS,7/18/2021,0
NY,9/2/2021,2
AZ,9/25/2021,1
NC,11/15/2021,0
AR,6/21/2021,0
ID,4/12/2023,0
KS,4/27/2023,0
FL,4/25/2023,29
NJ,8/21/2021,1
FL,4/6/2023,23
MN,3/14/2023,0
KY,8/1/2021,0
ID,8/21/2021,0
NV,10/4/2021,3
NY,3/26/2023,8
TX,4/30/2023,19
MO,6/26/2021,1
IA,9/4/2021,0
VA,7/30/2021,5
MA,8/22/2021,1
CO,3/10/2023,2
WA,8/12/2021,0
NV,4/23/2023,0
OR,11/6/2021,0
WI,6/24/2021,0
NC,12/7/2021,7
TX,4/4/2023,19
MA,10/8/2021,2
IL,9/9/2021,2
MN,11/29/2021,2
NH,10/6/2021,0
MS,3/23/2023,3
PR,10/1/2021,7
KY,4/1/2023,0
MD,4/6/2023,4
NJ,10/18/2021,3
KS,11/7/2021,0
WV,11/2/2021,0
IA,7/26/2021,0
VA,9/26/2021,3
RI,6/24/2021,0
KS,4/10/2023,1
HI,7/23/2021,0
VI,11/27/2021,0
